sex_male,race_white,employed_yes,years_experience,experience_category,referred,a_levels,gcse,russel_group,honours,years_volunteer,income,it_skills,years_holes,quality_cv
0,0,1,4,4-6,0,0,5,0,0,0,30286.281468544003,1,1,1
1,1,1,10,>=6,1,3,9,0,1,1,47597.71910794619,3,0,3
1,0,1,6,>=6,1,3,8,0,1,0,34308.211059216206,2,0,2
1,1,0,5,4-6,1,2,9,0,0,0,5140.544374437373,1,0,0
0,0,0,3,2-4,0,2,7,0,0,0,38264.6818977761,0,2,1
1,0,1,5,4-6,0,3,9,0,1,0,20066.196295085712,2,0,2
0,0,0,1,0-2,0,0,4,0,0,0,21711.42496168088,2,0,0
0,1,1,4,4-6,0,3,6,0,1,2,48582.24819388987,2,1,1
1,0,1,1,0-2,1,3,9,0,0,1,40755.77979391735,2,0,2
1,1,0,3,2-4,0,1,6,0,0,0,25070.695905067674,3,1,0
1,0,1,5,4-6,1,1,5,0,0,0,42971.50589943143,1,0,2
1,1,1,2,2-4,1,1,4,0,1,0,50259.197804770505,3,0,2
1,1,1,9,>=6,1,4,8,1,0,0,29842.740812571457,2,0,3
1,1,1,7,>=6,1,4,9,1,1,0,6772.00691772766,1,0,3
1,1,1,4,4-6,1,2,6,0,0,0,42505.66878267476,2,0,3
0,0,0,3,2-4,0,2,7,0,1,1,61619.990272463314,0,0,1
0,1,1,3,2-4,0,3,7,0,0,0,25628.309716859705,2,0,3
1,0,0,2,2-4,1,1,5,0,0,0,40498.929969603516,3,0,1
1,1,1,5,4-6,1,2,8,0,0,1,40320.35310836206,3,0,2
1,1,0,3,2-4,0,2,6,0,0,1,38892.085862760076,2,0,1
0,1,1,9,>=6,1,1,4,0,1,0,47833.18811790517,1,1,2
0,1,0,0,0-2,0,2,9,0,0,0,0,1,0,1
0,0,0,0,0-2,0,2,6,0,1,0,26501.538091486724,1,1,2
1,0,0,3,2-4,0,1,7,0,0,0,20930.896781374104,1,0,3
1,1,1,5,4-6,1,3,7,0,0,0,35730.249729936055,2,0,2
1,1,1,6,>=6,1,3,5,0,0,0,63679.443665497034,3,0,2
0,0,1,3,2-4,1,1,4,0,0,0,34397.11256482817,0,0,1
1,1,0,3,2-4,0,2,6,0,0,0,54672.99776707183,1,1,2
0,0,0,1,0-2,0,1,6,0,0,0,1803.5488813363263,0,0,2
1,0,1,3,2-4,0,2,7,0,0,0,41774.547698071656,1,0,0
1,1,0,4,4-6,1,1,5,0,1,0,41692.470439130375,2,0,3
1,0,1,2,2-4,1,3,7,0,1,0,20660.61956014411,2,0,2
0,0,0,1,0-2,1,3,6,0,0,1,0,2,1,0
0,1,1,3,2-4,0,1,7,0,0,1,25940.36165513049,2,0,2
1,1,0,4,4-6,1,2,5,0,0,0,21239.33379968757,2,2,2
0,0,0,2,2-4,0,1,5,0,0,2,3030.2029493909176,0,1,1
0,1,1,11,>=6,0,3,7,0,0,1,50857.1311754669,2,3,3
1,1,1,4,4-6,1,4,7,1,1,1,50845.423900209236,3,0,1
1,1,1,4,4-6,1,4,9,1,1,1,35629.977919011384,2,0,3
0,0,0,1,0-2,0,1,5,0,0,0,8429.394241375463,0,0,2
1,0,1,0,0-2,0,1,5,0,1,1,52605.311946437774,2,0,3
1,0,1,7,>=6,1,4,9,1,1,0,36914.80010550452,2,0,0
0,0,0,1,0-2,0,3,9,0,0,0,27324.658382377398,0,3,3
0,0,1,4,4-6,1,3,8,0,0,1,54740.77624837888,1,0,3
0,0,0,3,2-4,0,2,2,0,1,1,44551.85753067814,2,3,0
1,0,0,3,2-4,1,2,6,0,0,0,12828.069816441572,3,0,2
1,1,1,3,2-4,1,1,4,0,0,1,7665.952728417014,2,0,3
1,1,1,2,2-4,1,3,5,0,0,1,43095.64612972465,3,0,3
0,1,0,4,4-6,1,1,4,0,0,1,25542.199954507494,1,0,0
1,1,1,3,2-4,1,3,8,0,0,0,0,3,0,3
0,0,0,2,2-4,0,2,7,0,0,0,19914.947442018747,1,1,0
0,1,1,3,2-4,1,3,9,0,1,2,42460.56911157844,2,0,2
0,0,1,1,0-2,1,2,6,0,0,0,26796.68780502435,0,5,2
1,1,1,3,2-4,1,3,6,0,0,0,31323.022082299096,2,0,3
0,1,1,4,4-6,1,2,4,0,0,1,31374.78782521008,0,0,2
0,1,1,2,2-4,0,3,8,0,1,0,43430.23754611656,2,1,3
1,1,1,3,2-4,1,3,7,0,0,0,34485.931055040965,3,0,2
0,0,0,1,0-2,0,0,4,0,0,0,48980.25083567669,0,1,1
0,0,0,2,2-4,0,1,6,0,1,0,35609.274587435284,1,1,1
1,0,1,5,4-6,1,3,7,0,0,1,17307.417899056058,2,1,2
0,0,1,5,4-6,1,2,5,0,0,0,69236.84063126409,1,1,1
0,0,0,2,2-4,0,0,5,0,0,0,36837.20031528839,0,1,0
0,0,1,6,>=6,0,3,7,0,0,0,32890.77141728325,1,0,3
0,0,1,7,>=6,1,2,3,0,0,0,62646.91176485171,1,1,3
1,0,0,3,2-4,0,2,7,0,0,1,8499.787705800049,2,0,1
1,1,0,1,0-2,1,1,3,0,0,0,24268.765680073913,2,0,3
0,1,1,5,4-6,0,4,7,0,1,2,31979.600251721025,0,2,2
0,0,0,0,0-2,1,1,5,0,0,1,43313.33356161538,1,2,1
0,1,1,1,0-2,0,2,5,0,0,1,20392.58747380314,2,1,3
1,1,1,5,4-6,1,3,7,0,0,0,29649.755098482492,2,0,3
0,0,0,1,0-2,0,2,5,0,0,0,41247.61471520069,0,1,1
0,0,1,3,2-4,0,1,3,0,1,0,60053.71048030302,2,2,2
1,1,1,5,4-6,1,3,8,0,1,1,45554.99860908809,3,0,2
1,1,1,9,>=6,1,2,6,0,0,1,66568.63920108753,3,0,3
1,0,1,4,4-6,1,1,5,0,1,1,33766.45581828975,3,1,2
1,0,1,5,4-6,1,3,6,0,1,2,12721.70142686144,2,0,3
1,0,1,4,4-6,1,1,7,0,0,0,24086.83388252867,2,0,2
1,1,1,7,>=6,1,4,9,1,0,0,57646.5290124008,3,0,3
0,0,1,2,2-4,1,2,3,0,0,2,55588.554584672675,2,0,1
0,1,0,4,4-6,1,1,4,0,0,0,50681.72839491745,1,2,1
0,1,1,1,0-2,0,2,4,0,1,0,46944.225841381776,1,0,3
1,1,1,5,4-6,1,2,3,0,0,0,52830.02299970902,1,0,3
0,0,0,0,0-2,0,0,5,0,0,1,21282.93723141269,1,0,3
1,0,0,2,2-4,0,1,3,0,0,1,5943.239562438233,1,1,3
0,0,1,3,2-4,0,3,4,0,0,1,24620.341480758012,2,0,2
1,1,1,3,2-4,1,2,9,0,0,1,31872.138377251224,2,0,1
0,0,0,0,0-2,0,1,3,0,0,0,23533.150020691744,1,1,3
0,1,0,5,4-6,0,1,5,0,1,1,27977.27427655787,0,1,2
0,1,1,3,2-4,0,0,6,0,0,1,22131.278715200126,2,0,2
0,0,0,3,2-4,0,2,5,0,0,2,18459.285534234168,2,0,2
0,0,1,4,4-6,0,3,5,0,0,0,66580.89127606757,2,1,1
0,0,1,0,0-2,0,1,6,0,0,0,21382.14651245044,0,0,1
0,0,0,2,2-4,0,1,8,0,0,1,12117.841877839606,0,1,3
1,1,1,4,4-6,1,3,6,0,1,1,63184.83831698688,2,0,3
0,0,0,1,0-2,1,0,4,0,0,2,18478.737689186237,0,0,1
1,0,0,2,2-4,1,0,4,0,0,0,41590.19244143924,2,1,2
1,1,0,2,2-4,0,2,4,0,0,0,69938.83504969653,2,0,2
1,0,1,6,>=6,1,3,7,0,0,0,63885.80290194365,3,0,2
1,0,1,4,4-6,1,3,8,0,1,0,41672.062975475375,3,0,2
1,0,0,1,0-2,1,1,1,0,0,0,12390.552571358896,2,0,2
0,1,1,3,2-4,0,2,5,0,0,0,51883.558707230266,1,2,1
0,0,0,4,4-6,0,1,7,0,1,1,46522.996987988765,0,1,1
0,0,0,2,2-4,0,0,3,0,0,0,31411.09181681027,1,0,2
1,1,1,1,0-2,1,3,8,0,1,1,54567.13068576143,3,0,3
1,1,1,4,4-6,1,1,5,0,0,1,14192.7082278634,3,0,2
1,1,1,2,2-4,1,3,7,0,0,1,46486.651527827555,3,0,3
1,1,1,3,2-4,1,3,9,0,1,1,61028.02066934958,3,0,2
0,0,0,1,0-2,0,3,5,0,0,0,20654.02632301857,1,2,3
0,1,0,2,2-4,0,2,6,0,0,0,5316.15453256699,0,0,2
0,0,0,1,0-2,0,3,5,0,0,1,18780.49711125225,1,1,0
1,0,1,8,>=6,1,4,7,0,1,1,56982.42550648155,3,0,3
1,1,1,4,4-6,1,4,9,1,0,0,39043.268842136706,3,0,2
1,0,1,6,>=6,1,3,8,0,1,2,48090.566090349814,2,0,3
1,1,0,3,2-4,1,2,6,0,0,0,32504.14013783576,1,0,2
0,0,0,1,0-2,0,1,5,0,1,0,30384.852622978844,1,3,2
1,1,1,4,4-6,1,4,10,1,0,1,64652.61736891248,3,0,2
1,0,1,5,4-6,1,3,8,0,1,1,23927.85017880086,3,1,3
1,1,1,6,>=6,1,1,5,0,0,0,27577.68135691833,3,0,1
1,1,0,1,0-2,0,2,5,0,0,1,32980.29262894753,3,0,3
0,1,1,5,4-6,1,3,6,0,0,0,26786.05876521852,1,3,1
0,1,0,1,0-2,0,1,4,0,0,1,59785.69356235057,2,2,2
0,0,1,2,2-4,0,2,7,0,0,0,22941.579190464374,0,1,3
1,1,1,6,>=6,1,3,9,0,0,1,21483.992474818533,3,0,3
1,0,1,5,4-6,1,3,7,0,1,1,18983.691536480066,3,0,3
0,1,1,7,>=6,1,2,7,0,0,1,48024.07345870887,1,0,2
1,0,1,2,2-4,1,3,6,0,0,0,58523.67688355758,1,0,2
1,0,0,3,2-4,0,1,4,0,0,0,37534.42539682293,3,0,2
0,1,0,1,0-2,1,3,7,0,0,1,4935.47683244745,1,0,2
0,0,0,3,2-4,1,1,1,0,0,2,29056.243424295048,1,0,3
0,0,0,1,0-2,0,3,7,0,0,0,41302.98231965096,1,1,2
1,0,1,4,4-6,1,4,10,1,0,1,70128.33438875282,2,0,1
0,1,0,9,>=6,1,2,6,0,0,0,33796.95611602566,2,1,2
0,0,1,2,2-4,0,4,9,1,0,0,53669.67357645672,2,1,2
0,1,1,5,4-6,0,3,8,0,1,1,25210.823761687217,1,3,3
0,1,0,2,2-4,1,0,3,0,0,1,26374.54362727573,0,3,2
1,0,1,8,>=6,1,1,3,0,0,3,42095.90353178055,3,0,2
1,0,1,6,>=6,1,4,9,1,0,2,19298.857598829534,3,0,2
1,1,0,4,4-6,1,3,9,0,1,1,7429.025826121575,1,0,2
1,0,1,3,2-4,1,3,8,0,0,2,5305.043815004094,3,1,2
0,1,1,4,4-6,0,4,9,1,0,1,48970.47104626641,1,0,3
0,1,0,2,2-4,0,2,7,0,0,0,29194.304301257373,1,1,1
1,0,0,2,2-4,1,1,3,0,0,0,51521.4925147845,2,0,2
0,0,0,3,2-4,0,0,2,0,0,1,13951.517359238964,0,0,1
0,0,1,3,2-4,1,4,10,1,1,1,49210.678489086036,2,0,2
0,0,0,5,4-6,1,0,4,0,0,0,24798.020398676686,1,3,0
1,0,0,1,0-2,0,2,6,0,0,0,31481.660777849254,2,1,0
1,1,1,6,>=6,1,3,7,0,1,0,37220.161463559045,3,0,1
0,1,0,5,4-6,0,3,9,0,1,0,31099.299618397883,0,0,2
0,1,0,3,2-4,0,2,6,0,1,1,19587.66456592602,1,1,3
1,1,0,3,2-4,0,2,5,0,0,0,18804.75228959828,2,0,1
1,0,1,2,2-4,1,3,6,0,0,1,0,2,0,1
0,1,0,2,2-4,0,2,4,0,0,0,2431.5727245674098,1,0,1
1,0,0,3,2-4,1,2,5,0,0,1,13037.215769229393,2,0,0
1,1,1,8,>=6,1,3,8,0,0,0,10660.161827849803,3,0,1
0,0,0,2,2-4,0,2,6,0,1,1,18054.931983661103,0,1,2
1,0,1,5,4-6,0,1,4,0,1,0,29458.577424374027,2,0,1
1,0,0,3,2-4,1,3,5,0,0,0,23761.18022025764,2,0,2
1,1,1,8,>=6,1,3,7,0,0,1,24960.763852656506,3,0,2
1,0,1,6,>=6,1,3,9,0,0,1,29374.2533677474,3,0,3
1,1,1,5,4-6,1,4,10,1,1,1,34678.89475310443,2,0,2
1,0,1,5,4-6,1,2,3,0,1,1,53938.71711119867,2,0,3
1,1,0,2,2-4,0,4,6,0,0,0,18935.459112095108,2,0,2
1,1,1,6,>=6,1,2,4,0,1,2,46065.938628139746,2,0,3
1,0,1,6,>=6,1,2,4,0,0,2,41519.60633139083,2,0,3
1,0,1,7,>=6,1,2,5,0,1,1,34950.02796452533,1,0,2
0,1,0,3,2-4,0,0,3,0,0,2,14171.066740885282,1,1,2
1,1,0,2,2-4,1,2,6,0,0,0,56038.42691250797,2,0,1
1,1,0,3,2-4,1,2,8,0,1,3,12585.84903858825,3,0,0
0,0,0,3,2-4,0,2,8,0,1,0,785.5840644136733,2,0,1
0,1,1,5,4-6,0,3,4,0,0,2,22699.129264672756,2,0,1
0,0,0,2,2-4,0,2,5,0,0,1,37402.85896538209,3,1,1
0,0,1,3,2-4,0,3,6,0,0,0,8202.597473050206,2,0,0
1,1,0,0,0-2,1,2,6,0,0,1,44271.07303645863,2,0,1
1,1,1,2,2-4,1,4,6,1,0,0,41782.78334654416,3,0,2
0,0,0,0,0-2,0,1,6,0,0,0,42637.88026981527,0,1,2
0,0,0,0,0-2,0,1,3,0,0,0,43462.16026891969,2,2,2
0,1,1,6,>=6,1,4,8,1,0,3,52960.0700765142,1,0,3
1,1,1,9,>=6,1,2,6,0,0,2,34238.23805667015,3,0,2
1,0,1,2,2-4,1,4,10,1,1,1,41130.229828009244,3,0,3
1,1,1,5,4-6,1,4,8,1,1,0,48509.02527847917,2,0,3
1,1,1,7,>=6,1,3,8,0,0,0,31850.88311771416,1,0,3
1,1,0,1,0-2,1,4,8,0,0,1,0,1,1,1
0,0,0,2,2-4,0,3,8,0,0,1,36826.65939984949,2,0,1
0,0,0,5,4-6,0,2,3,0,0,1,32857.043225627196,2,1,3
0,0,0,2,2-4,0,2,4,0,0,1,28739.25770751628,1,2,0
0,0,0,1,0-2,0,1,4,0,1,0,21738.495028422803,0,0,0
1,0,0,5,4-6,0,2,4,0,0,0,31794.78539995502,0,0,2
1,1,0,4,4-6,1,1,5,0,0,0,25239.586390652425,3,0,1
0,0,0,1,0-2,0,2,5,0,0,0,25685.776305187945,1,1,1
1,0,1,7,>=6,0,4,6,1,1,0,44382.348345325285,2,0,3
1,1,1,6,>=6,1,4,10,1,1,1,24588.797025697277,3,0,1
0,1,1,1,0-2,0,2,6,0,0,0,5117.71474268402,0,1,1
1,1,0,3,2-4,0,1,5,0,0,0,12500.791487310576,3,0,2
0,0,0,1,0-2,0,1,5,0,0,2,37851.657377875184,0,1,2
1,0,0,0,0-2,1,2,5,0,0,0,48604.55726032582,1,0,2
1,1,0,7,>=6,0,3,7,0,0,0,17482.378079513324,1,0,2
0,0,1,2,2-4,0,1,8,0,0,1,1051.7046736925295,1,0,1
1,1,0,1,0-2,1,1,4,0,0,2,48162.68451062848,2,0,3
1,1,1,3,2-4,1,4,9,1,1,0,77634.2451929469,3,0,2
0,0,0,3,2-4,0,1,1,0,0,0,40920.88358374825,0,2,1
0,0,1,1,0-2,0,1,5,0,0,0,12724.875977326681,0,0,2
1,0,1,3,2-4,1,2,6,0,0,1,49077.45919723085,3,0,3
0,1,1,5,4-6,1,4,6,1,1,0,45991.317697761515,2,0,1
0,1,0,3,2-4,0,3,6,0,0,0,17844.392568246018,1,2,1
1,0,0,0,0-2,0,2,5,0,0,1,13256.957196548801,2,3,2
0,0,0,3,2-4,0,2,5,0,0,2,33764.5816642979,0,1,1
1,0,0,1,0-2,0,3,8,0,1,0,9070.911597934493,2,2,0
1,1,1,6,>=6,1,3,5,0,0,1,32095.21934502104,3,0,3
1,1,0,2,2-4,1,2,7,0,0,0,48444.145805630935,1,0,0
1,1,0,2,2-4,0,2,7,0,0,0,11121.83365094103,1,0,1
0,1,1,1,0-2,1,2,8,0,0,0,27733.685794884055,2,1,2
1,0,0,3,2-4,1,0,1,0,0,0,8084.988322862624,2,1,0
0,0,0,0,0-2,0,1,3,0,0,0,22811.754403777188,0,0,1
1,0,1,8,>=6,1,4,8,1,1,1,50046.86711115023,2,0,3
0,0,0,1,0-2,1,2,7,0,0,0,26315.312913608184,1,3,1
0,1,1,3,2-4,1,4,9,1,1,0,34735.95202986629,2,1,3
1,0,0,2,2-4,0,3,5,0,0,0,26785.830832286432,2,0,2
1,1,1,9,>=6,1,4,9,1,0,0,38078.06621983904,3,0,3
1,1,1,4,4-6,1,4,9,1,0,0,46702.68526440483,3,0,3
0,1,0,4,4-6,0,2,6,0,0,0,45260.27707708321,0,1,2
0,0,0,3,2-4,0,2,7,0,1,1,17976.270267731546,0,2,2
1,1,1,4,4-6,1,3,4,0,0,0,25444.058702501374,2,0,1
1,0,1,3,2-4,1,2,9,0,1,0,31994.692789791006,3,0,3
1,0,0,3,2-4,0,0,4,0,0,0,38146.740661770076,3,0,3
1,0,0,1,0-2,0,2,3,0,0,0,23859.916186128845,3,0,1
0,1,1,3,2-4,1,4,8,1,0,2,49243.286081156926,2,1,2
0,0,1,3,2-4,1,3,8,0,0,1,40741.37768320285,2,2,3
1,1,1,7,>=6,1,3,7,0,0,2,50343.59029466826,3,0,1
0,1,1,2,2-4,0,3,10,0,1,0,55193.777853879445,1,0,1
0,1,1,5,4-6,0,3,7,0,1,0,46293.40886234616,0,2,2
1,0,0,0,0-2,0,2,6,0,1,0,19852.599707234484,1,0,1
1,1,1,5,4-6,1,2,4,0,0,1,38442.68600838044,2,0,2
0,1,0,1,0-2,0,2,5,0,0,0,33717.886002684776,1,1,1
0,1,0,2,2-4,1,0,5,0,0,0,13383.345351355865,1,1,2
1,1,1,0,0-2,1,2,5,0,1,2,21758.11565095383,3,0,3
1,0,0,5,4-6,1,1,3,0,0,0,38247.41792191331,1,0,2
0,1,1,6,>=6,1,3,8,0,0,1,41908.57007669709,1,0,2
1,1,1,5,4-6,1,3,7,0,0,1,12877.95357316963,3,0,1
0,0,0,5,4-6,0,2,5,0,1,0,39217.66409135513,1,1,1
1,0,0,0,0-2,0,0,3,0,0,0,58349.17610880683,1,0,2
1,0,0,1,0-2,0,0,4,0,0,0,21268.123005616417,0,1,2
1,1,0,3,2-4,0,1,8,0,0,2,14217.30675150074,1,1,2
0,1,1,6,>=6,1,4,6,1,0,1,51517.60261200078,2,0,3
1,1,0,5,4-6,1,3,7,0,0,1,70820.83440114307,1,0,1
0,0,1,7,>=6,0,3,6,0,0,1,22896.560676941564,0,0,2
0,1,1,5,4-6,0,4,6,1,0,0,28340.608022771223,1,0,1
1,0,0,3,2-4,1,1,9,0,0,1,53727.50828098759,1,1,1
0,0,0,4,4-6,0,0,6,0,0,0,24950.43137873722,1,2,3
0,0,0,3,2-4,0,1,6,0,1,2,4420.554895044508,0,3,2
1,0,1,4,4-6,1,4,9,1,0,1,28597.448155446753,3,1,3
1,1,1,3,2-4,1,4,9,1,0,0,56945.74089242936,2,0,1
0,1,0,4,4-6,0,4,7,0,0,0,28967.026845027936,0,0,2
1,1,1,2,2-4,1,3,7,0,1,1,32913.85883607846,2,0,3
1,0,0,3,2-4,1,2,4,0,0,0,17462.345086091016,3,1,2
0,1,0,5,4-6,1,4,8,1,1,1,33265.837524402574,2,1,2
1,0,1,5,4-6,1,3,8,0,0,1,32527.122740331273,3,0,3
0,1,1,4,4-6,0,3,6,0,0,1,36994.769751578424,1,1,2
0,0,0,2,2-4,0,2,5,0,0,0,13834.777072978424,2,2,2
0,1,0,2,2-4,0,0,4,0,0,0,9494.685675414235,1,0,0
1,1,1,6,>=6,1,3,6,0,0,0,42884.303766956466,3,0,3
1,1,0,1,0-2,1,1,2,0,0,0,30748.472262460138,2,1,0
1,0,1,4,4-6,1,4,10,1,1,0,45952.48513875496,3,0,3
0,0,0,5,4-6,0,0,3,0,0,0,23106.75261954603,0,1,1
1,1,1,2,2-4,1,4,8,1,0,1,50298.856331986724,2,0,2
0,1,0,1,0-2,0,0,3,0,0,0,20322.267030268864,1,3,1
0,1,0,3,2-4,1,1,4,0,0,0,54112.69422873997,1,1,3
1,0,0,2,2-4,1,0,5,0,0,0,22439.594917214767,2,0,3
0,0,0,1,0-2,0,2,6,0,0,0,34995.147163244364,2,1,2
0,1,0,3,2-4,1,2,6,0,0,0,58359.05172579411,1,0,0
1,0,1,5,4-6,1,2,5,0,0,0,62817.61885359227,3,1,2
1,1,1,2,2-4,1,3,7,0,1,0,50703.14275675731,2,0,2
1,0,0,1,0-2,0,1,5,0,0,0,29881.405538720464,3,2,1
1,1,1,4,4-6,1,3,7,0,1,1,45265.337654007824,1,0,2
1,1,1,4,4-6,1,3,7,0,1,1,47142.73199478573,2,0,2
0,0,0,2,2-4,0,1,5,0,0,0,5722.896610876545,0,1,2
1,1,1,2,2-4,1,3,8,0,0,1,28805.683025664133,2,0,3
1,1,1,3,2-4,1,3,6,0,0,0,25299.542880663295,3,0,2
0,0,1,5,4-6,1,2,4,0,0,0,9220.941954321668,3,1,1
0,1,1,4,4-6,0,3,4,0,0,0,58112.68674270631,0,0,2
1,0,0,2,2-4,1,3,7,0,0,0,21705.23415057931,3,0,3
0,0,1,8,>=6,0,4,7,1,1,1,21123.817541807348,2,0,3
0,1,0,0,0-2,0,1,6,0,0,1,27571.32263483341,1,0,2
1,1,0,4,4-6,0,2,6,0,0,1,47395.66194231715,1,1,1
0,1,1,5,4-6,0,1,8,0,1,0,61068.001371271705,1,0,2
0,1,1,3,2-4,0,4,9,1,1,1,54776.59712723576,0,1,2
0,0,1,2,2-4,0,4,10,1,1,1,28741.76174295327,3,0,1
0,0,0,2,2-4,1,3,7,0,0,0,26118.6535516324,1,2,1
0,1,1,2,2-4,0,3,9,0,0,2,48401.52252298132,3,0,0
1,1,1,1,0-2,1,3,7,0,1,3,57152.02078161168,2,0,2
0,1,1,5,4-6,0,4,8,1,1,1,37616.561507473154,1,0,3
0,0,0,2,2-4,0,3,7,0,1,0,46920.13769967733,1,0,0
1,0,0,0,0-2,0,2,8,0,1,1,67079.17008385297,2,0,1
0,1,0,2,2-4,1,2,6,0,0,1,47395.80550853468,1,1,2
1,0,1,3,2-4,0,3,9,0,0,1,58269.25465250114,3,0,3
0,1,1,6,>=6,0,2,8,0,0,1,23116.875667228363,1,0,1
0,0,0,0,0-2,0,0,3,0,0,0,16325.74766037914,0,1,0
1,0,1,4,4-6,1,4,7,1,1,1,46060.05706181702,2,0,3
0,0,0,3,2-4,0,2,6,0,0,1,8362.30868053269,1,0,1
1,0,1,4,4-6,0,4,8,1,0,0,14873.721286719829,3,0,1
1,0,0,2,2-4,1,2,5,0,0,1,0,2,0,0
1,0,1,7,>=6,1,2,7,0,1,1,73551.78209545178,2,0,2
0,0,1,8,>=6,0,3,7,0,0,1,31192.999443707657,3,0,1
1,0,0,2,2-4,0,1,4,0,0,0,23051.883231245614,3,0,2
1,1,1,3,2-4,1,3,6,0,1,0,41340.487447012456,3,0,2
0,0,0,2,2-4,0,3,10,0,0,0,8987.33224420859,1,0,2
0,1,1,4,4-6,1,3,6,0,0,0,42559.22028697486,2,0,2
0,0,0,5,4-6,0,2,9,0,1,0,53305.848206876486,1,0,2
1,1,1,4,4-6,0,4,4,0,0,0,40227.89673287533,2,0,1
1,0,1,5,4-6,1,2,5,0,0,0,13593.857242687274,2,0,2
0,1,1,3,2-4,0,2,7,0,0,1,14829.842882631881,0,0,3
1,0,1,4,4-6,1,2,7,0,0,1,28436.07084532261,3,1,1
1,0,1,10,>=6,1,2,7,0,0,2,28094.376727153256,2,1,2
1,1,1,2,2-4,1,2,6,0,0,2,39555.09569093268,3,0,2
0,0,0,4,4-6,0,2,6,0,0,0,37400.73942490002,1,2,1
0,1,0,2,2-4,0,1,6,0,0,0,36466.31325475316,0,0,1
0,0,0,3,2-4,0,3,6,0,1,0,29870.672738744113,0,3,1
0,0,1,2,2-4,0,1,6,0,0,0,45420.07562594128,1,0,1
1,1,0,2,2-4,1,2,6,0,0,0,57132.670434361,1,0,2
1,1,1,7,>=6,1,2,6,0,0,1,47381.5214329491,2,0,3
1,0,1,7,>=6,1,2,7,0,0,4,20674.26094873149,3,0,2
1,0,0,1,0-2,0,1,8,0,0,0,50433.19392510034,1,1,1
0,0,1,0,0-2,1,2,8,0,0,1,24650.93731009758,3,3,3
0,0,0,1,0-2,0,2,6,0,0,1,32164.277609155964,1,1,3
0,0,0,0,0-2,0,2,8,0,0,1,12946.96676298945,0,0,1
1,0,1,10,>=6,0,2,4,0,0,2,52517.4688454111,3,0,3
0,1,1,0,0-2,0,0,5,0,0,0,37240.24533581517,0,1,2
0,1,0,0,0-2,0,1,5,0,0,0,27584.192215733015,1,0,3
1,1,0,2,2-4,1,3,8,0,1,1,38467.55573484069,3,0,1
0,1,0,1,0-2,0,2,5,0,0,0,19827.53703365151,2,1,1
0,0,1,1,0-2,0,3,10,0,0,0,5086.666278167173,0,1,1
1,0,1,1,0-2,1,4,7,1,1,0,36882.30071608754,3,0,1
0,1,0,2,2-4,0,2,6,0,0,0,48184.229405862825,0,1,1
1,1,1,4,4-6,1,4,8,1,0,1,44417.90686336687,1,0,3
0,0,0,2,2-4,0,2,4,0,0,1,27807.899291667585,0,0,2
1,0,0,1,0-2,1,2,7,0,0,0,41841.17914017428,1,0,2
0,0,0,3,2-4,0,1,5,0,0,0,13478.509345633986,1,2,2
0,1,1,3,2-4,1,3,5,0,1,0,2331.7263405885824,2,1,3
1,0,0,1,0-2,1,0,6,0,0,1,30014.362338477014,1,0,2
1,0,1,5,4-6,0,2,5,0,0,0,68520.146127017,2,0,2
0,1,1,4,4-6,0,4,9,1,1,1,46740.67214428827,3,1,2
1,1,1,6,>=6,1,2,8,0,0,0,30770.941795764596,1,0,3
1,0,0,1,0-2,1,1,7,0,0,2,21676.43436758048,2,0,1
0,1,1,2,2-4,1,3,3,0,0,1,34675.559426157786,2,1,1
1,0,1,4,4-6,0,3,6,0,0,0,40740.45331435525,2,0,1
1,1,1,3,2-4,1,4,10,1,0,1,48443.8374395175,1,0,0
0,1,1,3,2-4,1,4,7,1,0,0,30051.640632794795,2,2,3
1,0,0,5,4-6,0,3,9,0,1,1,22850.935364522353,1,1,3
1,0,1,2,2-4,1,4,7,1,1,1,26210.242982522326,3,0,1
1,1,1,7,>=6,1,2,5,0,1,0,23187.448067978396,3,0,3
0,1,1,6,>=6,1,1,5,0,0,0,35103.66940012129,2,1,3
0,0,0,1,0-2,1,1,5,0,0,0,22255.55363223038,1,0,3
1,0,1,2,2-4,0,3,8,0,0,3,28349.197222002076,2,1,3
1,1,1,4,4-6,1,1,3,0,1,3,38612.90019520884,3,0,1
0,0,0,2,2-4,0,2,5,0,0,0,23988.711714835128,0,1,2
0,1,0,1,0-2,0,2,6,0,0,0,17061.269381562874,2,0,2
0,1,1,5,4-6,1,4,8,1,1,0,31503.409309390194,1,1,3
0,0,0,2,2-4,0,1,6,0,0,0,20972.39786790131,1,1,2
0,0,1,4,4-6,1,2,7,0,0,0,44443.11222972851,1,2,2
1,0,0,3,2-4,0,2,4,0,1,2,11170.848012546918,2,0,2
1,1,1,3,2-4,1,4,8,1,0,1,14540.064212891331,3,0,2
0,0,0,3,2-4,0,1,5,0,0,2,27697.009459025503,0,0,1
1,1,1,6,>=6,1,3,9,0,1,0,52628.704489551106,3,0,3
1,1,1,4,4-6,0,0,6,0,0,0,60642.10369060305,2,0,1
0,1,0,0,0-2,0,3,6,0,0,1,15039.08427661774,0,1,2
1,1,1,8,>=6,1,4,6,1,1,0,27464.839034142555,3,0,3
1,1,1,4,4-6,1,3,8,0,0,0,53160.4464251716,2,0,2
0,0,0,3,2-4,0,2,7,0,0,0,22461.60447066184,3,0,3
